appid,name,banner,woke,description
1040230,"Curious Expedition 2","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1040230/header_292x136.jpg?t=1723639630",-1,"Contains overtly pro-LGBTQ+ and subtly pro-DEI messaging. Any two characters can be in love (this process occurs automatically and is completely random). Ailments include 'racist' and 'sexist.'"
358130,"Curious Expedition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/358130/header_292x136.jpg?t=1673888373",-1,"Contains overtly pro-DEI messaging. Playable characters include non-explorer POC such as Harriet Tubman and Marcus Garvey. Ailments include 'racist' and 'sexist.'"
269770,"Secrets of Grindea","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/269770/header_292x136.jpg?t=1709229612",1,"Contains no Woke content."
1244090,"Sea of Stars","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1244090/header_292x136.jpg?t=1725894381",-1,"Contains overtly pro-LGBTQ+ messaging. One of the statues in the Ancient Crypt features a pro-trans message."
1958220,"WitchSpring R","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1958220/header_292x136.jpg?t=1707959618",1,"Contains no Woke content."
1580240,"Rune Factory 4 Special","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1580240/header_292x136.jpg?t=1723494684",1,"Contains no Woke content."
2243710,"Rune Factory 3 Special","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2243710/header_292x136.jpg?t=1723495243",1,"Contains no Woke content."
597760,"Yuppie Psycho: Executive Edition","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/597760/header_292x136.jpg?t=1714642027",1,"Contains no Woke content."
702670,"Donut County","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/702670/header_292x136.jpg?t=1709319325",1,"Contains no Woke content."
2497920,"A Difficult Game About Climbing","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2497920/header_292x136.jpg?t=1715898008",1,"Contains no Woke content."
240720,"Getting Over It with Bennett Foddy","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/240720/header_292x136.jpg?t=1666987027",1,"Contains no Woke content."
1067850,"Kindergarten 2","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1067850/header_292x136.jpg?t=1713346724",1,"Contains no Woke content."
589590,"Kindergarten","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/589590/header_292x136.jpg?t=1713346624",0,"Contains subtly pro-abortion and subtly anti-family messaging. Version 1.0 had an option to abort a child while playing house with Cindy. An update changed that to adoption. You can also divorce."
1158220,"Kraken Academy!!","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1158220/header_292x136.jpg?t=1726270603",-1,"Contains subtly pro-climate action and overtly pro-'woke' messaging. See the full review for spoilers."
1233070,"Isles of Sea and Sky","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1233070/header_292x136.jpg?t=1720138199",1,"Contains no Woke content."
1889740,"Paper Trail","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1889740/header_292x136.jpg?t=1724147351",-1,"Contains overtly pro-DEI messaging. The player character is a female 'astrophysicist in training' who bends the spacetime continuum as a hobby. She runs away from her family to go to university."
1177980,"Little Kitty, Big City","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1177980/header_292x136.jpg?t=1715566251",1,"Contains no Woke content."
2637990,"Duck Detective: The Secret Salami","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2637990/header_292x136.jpg?t=1717591401",0,"Contains subtly anti-family messaging. Multiple characters are divorced, including the player character."
1290000,"PowerWash Simulator","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1290000/header_292x136.jpg?t=1725458212",1,"Contains no Woke content."
1445790,"Make Way","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1445790/header_292x136.jpg?t=1719238486",1,"Contains no Woke content."
1424330,"Wobbledogs","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1424330/header_292x136.jpg?t=1702388533",0,"Contains subtly pro-LGBTQ+ messaging. All wobbledogs have no gender and any two can be bred."
1629520,"A Little to the Left","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1629520/header_292x136.jpg?t=1720187557",1,"Contains no Woke content."
1232150,"A Little Golf Journey","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1232150/header_292x136.jpg?t=1719409340",1,"Contains no Woke content."
1644940,"Loddlenaut","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1644940/header_292x136.jpg?t=1725038055",0,"Contains subtly pro-climate action messaging. Tasks the player with cleaning up the ocean on an alien world after it has been contaminated by a corporation."
1471700,"Minicology","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1471700/header_292x136.jpg?t=1725027867",1,"Contains no Woke content."
1861440,"CLeM","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1861440/header_292x136.jpg?t=1726254556",-1,"Contains overtly pro-DEI and subtly anti-patriarchy messaging. See the full review for spoilers."
1981570,"Land of the Vikings","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1981570/header_292x136.jpg?t=1725006802",-1,"Contains overtly pro-DEI messaging. Workers include men and women. Women are able to occupy historically inaccurate roles and engage in the same day-to-day activities as men."
1158940,"Blazing Sails","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1158940/header_292x136.jpg?t=1725028690",-1,"Contains overtly pro-LGBTQ+ messaging. Uses body type in place of biological sex during character creation."
968250,"King of Retail","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/968250/header_292x136.jpg?t=1725027752",-1,"Contains overtly pro-DEI messaging. Improbably diverse npcs. All npcs have random hair colors. This results in many POC npcs having unnatural hair colors such as blonde or red."
1574580,"Strange Horticulture","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1574580/header_292x136.jpg?t=1725030581",0,"Contains subtly anti-patriarchy messaging. The npc Faye was raised by her mother who ran away once Faye's father hit her. 'Once is enough. When he struck her it finally broke the hold he had over her'"
1515260,"Circle Empires Tactics","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1515260/header_292x136.jpg?t=1725032631",1,"Contains no Woke content."
1100260,"Circle Empires Rivals","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1100260/header_292x136.jpg?t=1725032715",1,"Contains no Woke content."
834740,"Circle Empires","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/834740/header_292x136.jpg?t=1724773678",1,"Contains no Woke content."
1663220,"Coffee Talk Episode 2: Hibiscus & Butterfly","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1663220/header_292x136.jpg?t=1725008644",-1,"Contains overtly pro-DEI, subtly pro-LGBTQ+, and overtly pro-immigration messaging. See the full review for spoilers."
2322010,"God of War Ragnarök","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2322010/header_292x136.jpg?t=1725898282",-1,"Contains overtly pro-DEI messaging. The npc Angrboda has been race-swapped. No one in Norse mythology is described as having features consistent with sub-saharan Africans."
2113850,"Spirit City: Lofi Sessions","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2113850/header_292x136_alt_assets_1.jpg?t=1726257116",-1,"Contains overtly pro-LGBTQ+ messaging. Uses an unlabeled slider for biological sex during character creation. No distinction between male/female aside from that slider."
2533960,"SUMMERHOUSE","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2533960/header_292x136.jpg?t=1711020300",0,"Contains subtly pro-DEI messaging. Diverse npc block options. The children on the stairs block features a white boy with a black girl."
2678990,"Minami Lane","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2678990/header_292x136.jpg?t=1725002381",-1,"Contains overtly pro-DEI messaging. Falsely portrays Japan as more diverse than it actually is. Many POC npcs."
1868140,"DAVE THE DIVER","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1868140/header_292x136.jpg?t=1724417893",-1,"Contains overtly pro-DEI messaging. The player character is a fat guy who can somehow deep-dive and swim long distances without trouble. The sushi chef is black."
2272400,"Station to Station","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2272400/header_292x136.jpg?t=1722260138",1,"Contains no Woke content."
1593030,"Terra Nil","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1593030/header_292x136.jpg?t=1719486074",-1,"Contains overtly pro-climate action messaging. Promotes the use of green technologies for terraforming without mentioning any of their drawbacks. Portrays wilderness devoid of humans as ideal."
1401590,"Disney Dreamlight Valley","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1401590/header_292x136.jpg?t=1724089312",-1,"Contains overtly pro-LGBTQ+ messaging. Uses body type in place of biological sex during character creation."
1455840,"Dorfromantik","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1455840/header_292x136.jpg?t=1725021706",1,"Contains no Woke content."
943260,"Stranded Sails - Explorers of the Cursed Islands","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/943260/header_292x136.jpg?t=1725372226",1,"Contains no Woke content."
581270,"Old Man's Journey","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/581270/header_292x136.jpg?t=1725260401",0,"Contains subtly pro-DEI, subtly pro-LGBTQ+, and subtly anti-family messaging. See the full review for spoilers."
2118250,"Kitchen Crisis","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2118250/header_292x136.jpg?t=1712104305",1,"Contains no Woke content."
1372810,"Teamfight Manager","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1372810/header_292x136.jpg?t=1726207878",-1,"Contains overtly pro-LGBTQ+ messaging. The commentator is referred to using they/them pronouns."
2649080,"Coffee Caravan","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2649080/header_292x136.jpg?t=1726129135",-1,"Contains overtly pro-DEI and overtly pro-LGBTQ+ messaging. During the tutorial, the customer is referred to using they/them pronouns. One of the achievements is called 'Customer Diversity Champion'."
1412850,"Spacelines from the Far Out","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1412850/header_292x136.jpg?t=1676486403",-1,"Contains overtly pro-DEI messaging. Improbable diversity in a setting inspired by the 60s. It was rare for commercial pilots to be POC in the 60s. US women and POC did not go to space until the 80s."
861330,"Dungeon Deathball","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/861330/header_292x136.jpg?t=1680280971",-1,"Contains overtly pro-DEI messaging. The captives are diverse. Males and females occupy all roles and are equally competent, even as brawlers."
1435750,"Ultimate Godspeed","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1435750/header_292x136.jpg?t=1716818183",1,"Contains no Woke content."
1016920,"Unrailed!","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1016920/header_292x136.jpg?t=1726135944",1,"Contains no Woke content."
944430,"The Last Friend","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/944430/header_292x136.jpg?t=1676486146",1,"Contains no Woke content."
2336220,"Feed the Cups","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2336220/header_292x136.jpg?t=1726026994",-1,"Contains overtly pro-LGBTQ+ messaging. All customers are referred to using they/them pronouns."
1686940,"Bopl Battle","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1686940/header_292x136.jpg?t=1716902936",1,"Contains no Woke content."
2666510,"Rusty's Retirement","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2666510/header_292x136.jpg?t=1718638521",1,"Contains no Woke content."
1231880,"Haiku, the Robot","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1231880/header_292x136.jpg?t=1714738150",1,"Contains no Woke content."
1599600,"PlateUp!","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1599600/header_292x136.jpg?t=1724774069",1,"Contains no Woke content."
1644840,"Kittens and Yarn","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1644840/header_292x136.jpg?t=1723358815",1,"Contains no Woke content."
1651540,"Memories with my Kitten","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1651540/header_292x136.jpg?t=1722951721",1,"Contains no Woke content."
1505770,"Meow Lab","https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1505770/header_292x136.jpg?t=1723358708",1,"Contains no Woke content."
